"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal_caption","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2017S009418    ",-1,"Desconegut",-1,"Desconegut",-1,"Francesc Ferrer i Guàrdia / Sant Jordi            ","Desconegut","Dilluns","Dl","Laboral",2017,11,"Novembre",13,16,"Tarda","Abast","428572.07 ","4580031.06","2.144821","41.366779"
"2017S008852    ",-1,"Desconegut",-1,"Desconegut",-1,"Valldaura                                         ","284-286   ","Dijous","Dj","Laboral",2017,10,"Octubre",26,7,"Matí","Col.lisió fronto-lateral","431806.6  ","4588044.41","2.182588","41.439233"
"2017S001023    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"NAVAS DE TOLOSA / Av Meridiana                    ","0203 0205","Dimarts","Dm","Laboral",2017,2,"Febrer",7,15,"Tarda","Col.lisió lateral","432116.48","4585382.72","2.186591","41.41528"
"2017S009198    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",346402,"Trinxant / Ruiz de Padrón                         ","0090 0090","Dimarts","Dm","Laboral",2017,11,"Novembre",7,14,"Tarda","Col.lisió fronto-lateral","431940.75","4585401.48","2.184483","41.415436"
"2017S006546    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0330 0332","Dijous","Dj","Laboral",2017,7,"Juliol",27,14,"Tarda","Abast","431537.32","4585363.11","2.179666","41.41506"
"2017S003698    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0272 0274","Dimarts","Dm","Laboral",2017,4,"Abril",25,20,"Tarda","Caiguda interior vehicle","431315.37","4585145.28","2.177034","41.413077"
"2017S004977    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0258 0260","Dimecres","Dc","Laboral",2017,6,"Juny",7,11,"Matí","Abast","431235.61","4585067.59","2.176086","41.412368"
"2017S008080    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0258 0260","Dissabte","Ds","Laboral",2017,9,"Setembre",30,19,"Tarda","Abast","431235.61","4585067.59","2.176086","41.412368"
"2017S004521    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","0262 0262","Dilluns","Dl","Laboral",2017,5,"Maig",22,12,"Matí","Col.lisió lateral","431255.05","4585086.56","2.176323","41.412541"
"2017S004180    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",105304,"Còrsega / Dos de Maig                             ","0296 0296","Dijous","Dj","Laboral",2017,5,"Maig",11,9,"Matí","Abast","431363.56","4584864.48","2.17764","41.41055"
"2017S007189    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",310008,"Sant Quintí                                       ","0047 0053","Dissabte","Ds","Laboral",2017,8,"Agost",26,17,"Tarda","Col.lisió lateral","431393.94","4585181.04","2.177963","41.413408"
"2017S009138    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",289105,"Rosselló / Dos de Maig                            ","0517 0517","Diumenge","Dg","Laboral",2017,11,"Novembre",5,1,"Nit","Col.lisió fronto-lateral","431476.18","4584771.97","2.179003","41.409722"
"2017S008271    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",268003,"Provença                                          ","0541 0541","Divendres","Dv","Laboral",2017,10,"Octubre",6,18,"Tarda","Caiguda (dues rodes)","431571.59","4584668.95","2.180151","41.408803"
"2017S001925    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"VALÈNCIA                                          ","0577B0577B","Dijous","Dj","Laboral",2017,3,"Març",9,13,"Matí","Atropellament","431907.54","4584632.25","2.184175","41.408507"
"2017S008987    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València                                          ","0580 0580","Dilluns","Dl","Laboral",2017,10,"Octubre",30,20,"Tarda","Abast","431894.69","4584587.11","2.184024","41.408101"
"2017S001292    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"ARAGÓ / Dos de Maig                               ","0592 0600","Dijous","Dj","Laboral",2017,2,"Febrer",16,8,"Matí","Col.lisió lateral","431949.27","4584640.66","2.184676","41.408583"
"2017S009733    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó                                             ","0537 0537","Dijous","Dj","Laboral",2017,11,"Novembre",23,8,"Matí","Abast","431877.03","4584413.1","2.183841","41.406532"
"2017S009818    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó                                             ","0555 0555","Dissabte","Ds","Laboral",2017,11,"Novembre",25,17,"Tarda","Col.lisió lateral","431940.62","4584488.01","2.184586","41.407213"
"2017S003048    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca                                          ","0572 0572","Diumenge","Dg","Laboral",2017,4,"Abril",2,21,"Tarda","Abast multiple","431904","4584784.62","2.184122","41.409876"
"2017S007522    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",286300,"Meridiana / Aragó                                 ","0001 0001","Diumenge","Dg","Laboral",2017,9,"Setembre",10,15,"Tarda","Col.lisió lateral","432097.42","4584637.51","2.186447","41.408568"
"2017S001990    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,"ETERNA MEMÒRIA / Freser                           ","0112B0112B","Dissabte","Ds","Laboral",2017,3,"Març",11,12,"Matí","Caiguda (dues rodes)","431658.45","4585111.42","2.181142","41.4128"
"2017S007207    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda / Concili de Trento                   ","0187 0187","Dilluns","Dl","Laboral",2017,8,"Agost",28,8,"Matí","Col.lisió frontal","432848.45","4585214.65","2.195368","41.413828"
"2017S009473    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda / Guipúscoa                           ","0192B0192B","Dimecres","Dc","Laboral",2017,11,"Novembre",15,15,"Tarda","Col.lisió fronto-lateral","432826.86","4585282.47","2.195097","41.414439"
"2017S006682    ",10,"Sant Martí",65,"el Clot",1604,"Meridiana / Aragó                                 ","0016 0016","Dimecres","Dc","Laboral",2017,8,"Agost",2,8,"Matí","Col.lisió fronto-lateral","432170.35","4584619.76","2.187323","41.408412"
"2017S001864    ",10,"Sant Martí",65,"el Clot",161101,"ARAGÓ / Independència                             ","0261 0261","Dimarts","Dm","Laboral",2017,3,"Març",7,11,"Matí","Col.lisió lateral","431960.88","4584412.8","2.184834","41.40653"
"2017S006347    ",10,"Sant Martí",65,"el Clot",161101,"Independència / Aragó                             ","0265B0265B","Dijous","Dj","Laboral",2017,7,"Juliol",20,13,"Matí","Col.lisió lateral","431934.23","4584429.58","2.184521","41.406681"
"2017S004210    ",10,"Sant Martí",65,"el Clot",81603,"Clot                                              ","0031 0031","Divendres","Dv","Laboral",2017,5,"Maig",12,1,"Nit","Xoc contra element estàtic","432204.44","4584474.48","2.187746","41.407109"
"2017S007379    ",10,"Sant Martí",65,"el Clot",209900,"Independència / Meridiana                         ","0081 0083","Dilluns","Dl","Laboral",2017,9,"Setembre",4,14,"Tarda","Caiguda (dues rodes)","432102.88","4584254.53","2.18655","41.405119"
"2017S004627    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana                                         ","0094 0094","Dijous","Dj","Laboral",2017,5,"Maig",25,18,"Tarda","Abast","432156.23","4584503.34","2.187168","41.407366"
"2017S010616    ",10,"Sant Martí",65,"el Clot",18505,"Aragó                                             ","0560 0560","Dissabte","Ds","Laboral",2017,12,"Desembre",23,11,"Matí","Abast","431964.93","4584467.51","2.184875","41.407026"
"2017S006226    ",10,"Sant Martí",72,"Sant Martí de Provençals",158504,"Bac de Roda / Huelva                              ","0032 0034","Dilluns","Dl","Laboral",2017,7,"Juliol",17,11,"Matí","Col.lisió lateral","432727.65","4585404.02","2.193899","41.415529"
"2017S001891    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"RBLA GUIPÚSCOA                                    ","0021B0021B","Dimecres","Dc","Laboral",2017,3,"Març",8,10,"Matí","Abast","432727.59","4585261.16","2.193915","41.414242"
"2017S010663    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Bac de Roda / Guipúscoa                           ","0027 0027","Dimarts","Dm","Laboral",2017,12,"Desembre",26,9,"Matí","Atropellament","432752.43","4585285.75","2.194211","41.41446"
"2017S001909    ",10,"Sant Martí",65,"el Clot",364200,"ARAGÓ / Dos de Maig                               ","0016 0016","Dimecres","Dc","Laboral",2017,3,"Març",8,19,"Tarda","Col.lisió lateral","432022.79","4584462.78","2.18557","41.406986"
"2017S009398    ",10,"Sant Martí",72,"Sant Martí de Provençals",158504,"Fluvià / Huelva                                   ","0037 0037","Dilluns","Dl","Laboral",2017,11,"Novembre",13,11,"Matí","Atropellament","432801.67","4585509.96","2.194773","41.416481"
"2017S003988    ",10,"Sant Martí",65,"el Clot",81603,"Clot                                              ","0036 0038","Divendres","Dv","Laboral",2017,5,"Maig",5,14,"Tarda","Xoc contra element estàtic","432210.21","4584443.01","2.187821","41.406831"
"2017S010623    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent                                   ","0586B0586B","Dissabte","Ds","Laboral",2017,12,"Desembre",23,19,"Tarda","Col.lisió lateral","431961.04","4584277.46","2.184861","41.405314"
"2017S002287    ",10,"Sant Martí",65,"el Clot",113506,"PL GLÒRIES CATALAN                                ","0044 0044","Dimecres","Dc","Laboral",2017,3,"Març",22,9,"Matí","Col.lisió lateral","432296.02","4584356.47","2.188859","41.406054"
"2017S005031    ",10,"Sant Martí",65,"el Clot",146902,"Badajoz                                           ","0019 0019","Dijous","Dj","Laboral",2017,6,"Juny",8,13,"Matí","Col.lisió lateral","432172.41","4584181.5","2.187396","41.404468"
"2017S005846    ",10,"Sant Martí",65,"el Clot",146902,"Corts Catalanes                                   ","0019 0019","Dimarts","Dm","Laboral",2017,7,"Juliol",4,20,"Tarda","Col.lisió fronto-lateral","432172.41","4584181.5","2.187396","41.404468"
"2017S005527    ",10,"Sant Martí",65,"el Clot",146902,"Independència                                     ","0019 0019","Diumenge","Dg","Laboral",2017,6,"Juny",25,10,"Matí","Col.lisió fronto-lateral","432172.41","4584181.5","2.187396","41.404468"
"2017S009846    ",10,"Sant Martí",65,"el Clot",161101,"Independència / Consell de Cent                   ","0243 0243","Diumenge","Dg","Laboral",2017,11,"Novembre",26,13,"Matí","Col.lisió fronto-lateral","432002.91","4584366.13","2.185341","41.406119"
"2017S001842    ",10,"Sant Martí",72,"Sant Martí de Provençals",267907,"RBLA GUIPÚSCOA / Selva de Mar                     ","0292 0292","Dilluns","Dl","Laboral",2017,3,"Març",6,15,"Tarda","Col.lisió lateral","432822.07","4585667.88","2.195006","41.417906"
"2017S004345    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",173406,"València                                          ","0002 0004","Dimarts","Dm","Laboral",2017,5,"Maig",16,13,"Matí","Abast","432091.96","4584822.63","2.186355","41.410234"
"2017S000869    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"AV MERIDIANA                                      ","0614 0614","Dimecres","Dc","Laboral",2017,2,"Febrer",1,18,"Tarda","Col.lisió lateral","432050.78","4584928.37","2.185852","41.411185"
"2017S010040    ",10,"Sant Martí",65,"el Clot",346402,"Meridiana / Trinxant                              ","0010 0012","Divendres","Dv","Laboral",2017,12,"Desembre",1,13,"Matí","Col.lisió lateral","432169.3","4585179.51","2.187248","41.413456"
"2017S004465    ",10,"Sant Martí",65,"el Clot",346402,"Meridiana / Trinxant                              ","0010 0012","Dissabte","Ds","Laboral",2017,5,"Maig",20,10,"Matí","Col.lisió fronto-lateral","432169.3","4585179.51","2.187248","41.413456"
"2017S004621    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca / Las Navas de Tolosa                    ","0656 0656","Dijous","Dj","Laboral",2017,5,"Maig",25,15,"Tarda","Col.lisió lateral","432341.84","4585211.1","2.189302","41.413759"
"2017S001562    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"AV MERIDIANA                                      ","0135B0135B","Dissabte","Ds","Laboral",2017,2,"Febrer",25,8,"Matí","Abast","432107.33","4584770.47","2.186552","41.409767"
"2017S000493    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"VALÈNCIA                                          ","0604B0606","Dimecres","Dc","Laboral",2017,1,"Gener",18,18,"Tarda","Atropellament","432030.97","4584721.23","2.185636","41.409319"
"2017S008873    ",10,"Sant Martí",65,"el Clot",153205,"Guipúscoa                                         ","0001A0001A","Dijous","Dj","Laboral",2017,10,"Octubre",26,20,"Tarda","Atropellament","432593.28","4585139.3","2.192325","41.413131"
"2017S009179    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València / Meridiana                              ","0619 0619","Dimarts","Dm","Laboral",2017,11,"Novembre",7,8,"Matí","Atropellament","432103.78","4584824.29","2.186498","41.410253"
"2017S001809    ",10,"Sant Martí",65,"el Clot",10208,"ARAGÓ                                             ","0008 0008","Diumenge","Dg","Laboral",2017,3,"Març",5,1,"Nit","Col.lisió fronto-lateral","432190.8","4584817.34","2.18754","41.410197"
"2017S003560    ",10,"Sant Martí",65,"el Clot",18505,"Aragó                                             ","0623 0623","Divendres","Dv","Laboral",2017,4,"Abril",21,12,"Matí","Abast","432197.28","4584739.41","2.187632","41.409495"
"2017S006881    ",10,"Sant Martí",65,"el Clot",18505,"Aragó / Muntanya                                  ","0637 0637","Dijous","Dj","Laboral",2017,8,"Agost",10,8,"Matí","Col.lisió fronto-lateral","432310.2","4584849.17","2.188972","41.410496"
"2017S009764    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes                                   ","0871 0871","Dijous","Dj","Laboral",2017,11,"Novembre",23,21,"Tarda","Abast","432562.44","4584523.33","2.192023","41.407581"
"2017S007464    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes                                   ","0871 0871","Dijous","Dj","Laboral",2017,9,"Setembre",7,21,"Tarda","Caiguda interior vehicle","432562.44","4584523.33","2.192023","41.407581"
"2017S001696    ",10,"Sant Martí",65,"el Clot",209900,"VALÈNCIA / Av Meridiana                           ","0144 0144","Dimecres","Dc","Laboral",2017,3,"Març",1,16,"Tarda","Caiguda (dues rodes)","432159.75","4584770.81","2.187174","41.409771"
"2017S008875    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao / Verneda                                  ","0241 0241","Dijous","Dj","Laboral",2017,10,"Octubre",26,19,"Tarda","Col.lisió lateral","432527.01","4584971.56","2.191554","41.411613"
"2017S006956    ",10,"Sant Martí",65,"el Clot",223209,"Municipi                                          ","0020 0020","Diumenge","Dg","Laboral",2017,8,"Agost",13,10,"Matí","Col.lisió fronto-lateral","432441.43","4584724.2","2.190553","41.409381"
"2017S007340    ",10,"Sant Martí",65,"el Clot",305507,"Sant Joan de Malta                                ","0016 0018","Dissabte","Ds","Laboral",2017,9,"Setembre",2,10,"Matí","Xoc contra element estàtic","432542.92","4584713.64","2.191762","41.40929"
"2017S003611    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca / Trinxant                               ","0615 0617","Dissabte","Ds","Laboral",2017,4,"Abril",22,16,"Tarda","Col.lisió fronto-lateral","432194.62","4585098.99","2.187556","41.412729"
"2017S004056    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana / Trinxant                              ","0190 0192","Dilluns","Dl","Laboral",2017,5,"Maig",8,9,"Matí","Col.lisió lateral","432163.69","4585132.63","2.187181","41.413032"
"2017S008103    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa / Múrcia                      ","0289B0291","Diumenge","Dg","Laboral",2017,10,"Octubre",1,21,"Tarda","Abast","432192.23","4585315.15","2.187508","41.414683"
"2017S006576    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",224802,"Nació                                             ","0001 0001","Divendres","Dv","Laboral",2017,7,"Juliol",28,17,"Tarda","Abast","432094.47","4585060.34","2.186364","41.412378"
"2017S002288    ",10,"Sant Martí",70,"el Besòs i el Maresme",701265,"RDA LITORAL(LLOBRE                                ",560000,"Dimecres","Dc","Laboral",2017,3,"Març",22,10,"Matí","Abast multiple","434994.58","4584632.43","2.221106","41.408763"
"2017S002566    ",10,"Sant Martí",70,"el Besòs i el Maresme",701265,"RDA LITORAL(LLOBRE                                ",580000,"Divendres","Dv","Laboral",2017,3,"Març",31,7,"Matí","Col.lisió lateral","434882.87","4584464.92","2.219784","41.407241"
"2017S004022    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)                               ",550000,"Dissabte","Ds","Laboral",2017,5,"Maig",6,19,"Tarda","Abast","435017.2","4584731.2","2.22137","41.409657"
"2017S005436    ",10,"Sant Martí",70,"el Besòs i el Maresme",701278,"Llevant / Taulat                                  ","0280X0280X","Dimecres","Dc","Laboral",2017,6,"Juny",21,10,"Matí","Col.lisió fronto-lateral","434861.82","4584886.94","2.219487","41.41104"
"2017S003639    ",10,"Sant Martí",70,"el Besòs i el Maresme",124309,"Alfons el Magnànim / Ferrer Bassa                 ","0011 0011","Dilluns","Dl","Laboral",2017,4,"Abril",24,0,"Nit","Col.lisió fronto-lateral","434527.17","4585450.98","2.21543","41.416093"
"2017S010528    ",10,"Sant Martí",70,"el Besòs i el Maresme",701449,"Eduard Maristany / Sant Ramon de Penyafort        ","0013X0013X","Dissabte","Ds","Laboral",2017,12,"Desembre",16,13,"Matí","Col.lisió lateral","434982.66","4585158.54","2.220906","41.4135"
"2017S003436    ",10,"Sant Martí",73,"la Verneda i la Pau",69700,"Ca n'Oliva / Corts Catalanes                      ","0001B0001B","Dilluns","Dl","Laboral",2017,4,"Abril",17,12,"Matí","Atropellament","434004.15","4585970.44","2.209116","41.420733"
"2017S004279    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Corts Catalanes / Prim                            ","0160 0160","Diumenge","Dg","Laboral",2017,5,"Maig",14,4,"Nit","Xoc contra element estàtic","433936.89","4585919.18","2.208308","41.420268"
"2017S000042    ",10,"Sant Martí",70,"el Besòs i el Maresme",701612,"AV LITORAL                                        ","0003 0003","Dimarts","Dm","Laboral",2017,1,"Gener",3,0,"Nit","Xoc contra element estàtic","435045.77","4584884.14","2.221689","41.411037"
"2017S004130    ",10,"Sant Martí",70,"el Besòs i el Maresme",701612,"Sant Ramon de Penyafort                           ","0005U0005U","Dimarts","Dm","Laboral",2017,5,"Maig",9,18,"Tarda","Abast","435119.63","4585034.79","2.222558","41.412394"
"2017S006748    ",10,"Sant Martí",72,"Sant Martí de Provençals",342503,"Andrade / Treball                                 ","0197 0197","Divendres","Dv","Laboral",2017,8,"Agost",4,5,"Nit","Col.lisió fronto-lateral","433345.89","4585479.23","2.201285","41.416257"
"2017S007144    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa                                         ","0120X0120X","Dimecres","Dc","Laboral",2017,8,"Agost",23,20,"Tarda","Caiguda (dues rodes)","433463.81","4585920.96","2.202648","41.420238"
"2017S008525    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa / Maresme                               ","0138 0138","Dimarts","Dm","Laboral",2017,10,"Octubre",17,0,"Nit","Col.lisió frontal","433561.94","4586017.93","2.20381","41.42112"
"2017S004880    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"Santander                                         ","0057 0061","Divendres","Dv","Laboral",2017,6,"Juny",2,21,"Tarda","Col.lisió lateral","433415.11","4586758.7","2.201981","41.427782"
"2017S010050    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,"Santander                                         ","0063A0063A","Divendres","Dv","Laboral",2017,12,"Desembre",1,18,"Tarda","Abast","433497.89","4586886.49","2.202949","41.428942"
"2017S007458    ",10,"Sant Martí",73,"la Verneda i la Pau",343200,"Santander / Trajana                               ","0042 0042","Dijous","Dj","Laboral",2017,9,"Setembre",7,18,"Tarda","Col.lisió lateral","433467.6","4586866.04","2.202592","41.428759"
"2017S010163    ",10,"Sant Martí",72,"Sant Martí de Provençals",60807,"Cantàbria                                         ","0001 0001","Dimarts","Dm","Laboral",2017,12,"Desembre",5,20,"Tarda","Atropellament","433599.93","4585595.28","2.204311","41.417322"
"2017S001734    ",10,"Sant Martí",73,"la Verneda i la Pau",195409,"RBLA PRIM / Rbla Guipúscoa                        ","0252 0252","Dijous","Dj","Laboral",2017,3,"Març",2,15,"Tarda","Col.lisió fronto-lateral","433586.23","4586029.33","2.204108","41.42123"
"2017S010221    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim / Concili de Trento                          ","0147 0149","Dissabte","Ds","Laboral",2017,12,"Desembre",9,19,"Tarda","Abast","433712.78","4586031.9","2.205615","41.421259"
"2017S003128    ",10,"Sant Martí",73,"la Verneda i la Pau",69700,"Ca n'Oliva                                        ","0048 0048","Dimecres","Dc","Laboral",2017,4,"Abril",5,1,"Nit","Xoc contra element estàtic","433647.43","4586347.39","2.204803","41.424099"
"2017S006800    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Agricultura / Guipúscoa                           ","0096B0096B","Diumenge","Dg","Laboral",2017,8,"Agost",6,5,"Nit","Xoc contra element estàtic","433303.26","4585765.46","2.200751","41.418829"
"2017S006406    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa                                         ","0077 0077","Dissabte","Ds","Laboral",2017,7,"Juliol",22,12,"Matí","Abast","433202.01","4585724.59","2.199547","41.418451"
"2017S003617    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim / Santander                                  ","0252 0252","Dissabte","Ds","Laboral",2017,4,"Abril",22,20,"Tarda","Col.lisió lateral","433325.06","4586516.86","2.200931","41.425595"
"2017S003793    ",10,"Sant Martí",73,"la Verneda i la Pau",57802,"Binèfar / Camp Arriassa                           ","0084 0084","Divendres","Dv","Laboral",2017,4,"Abril",28,16,"Tarda","Col.lisió fronto-lateral","433507.26","4586389.99","2.203123","41.424466"
"2017S000953    ",10,"Sant Martí",70,"el Besòs i el Maresme",270107,"PUJADES                                           ","0109 0109","Dissabte","Ds","Laboral",2017,2,"Febrer",4,13,"Matí","Col.lisió fronto-lateral","434191.62","4585187.63","2.211439","41.413696"
"2017S007624    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Llull / Prim                                      ","0029B0029B","Dijous","Dj","Laboral",2017,9,"Setembre",14,20,"Tarda","Col.lisió frontal","434661.61","4585059.2","2.217076","41.412582"
"2017S000613    ",10,"Sant Martí",71,"Provençals del Poblenou",242906,"SELVA DE MAR / Pere IV                            ","0445U0445U","Dilluns","Dl","Laboral",2017,1,"Gener",23,20,"Tarda","Col.lisió fronto-lateral","434173.94","4584936.97","2.211251","41.411434"
"2017S008327    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"Pere IV / Agricultura                             ","0462 0462","Dilluns","Dl","Laboral",2017,10,"Octubre",9,15,"Tarda","Col.lisió fronto-lateral","433770.63","4585228.89","2.206397","41.414031"
"2017S004843    ",10,"Sant Martí",70,"el Besòs i el Maresme",186703,"Llull                                             ","0386 0386","Divendres","Dv","Laboral",2017,6,"Juny",2,6,"Matí","Atropellament","434579.17","4584909.22","2.216111","41.411224"
"2017S004463    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Josep Pla / Pere IV                               ","0316 0316","Dissabte","Ds","Laboral",2017,5,"Maig",20,9,"Matí","Col.lisió fronto-lateral","433845.6","4585341.08","2.207282","41.415055"
"2017S004190    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Cristóbal de Moura / Prim                         ","0090 0090","Dijous","Dj","Laboral",2017,5,"Maig",11,15,"Tarda","Caiguda (dues rodes)","434368.18","4585448.39","2.213528","41.416062"
"2017S008837    ",10,"Sant Martí",68,"el Poblenou",183603,"Doctor Trueta / Llacuna                           ","0011 0011","Dimecres","Dc","Laboral",2017,10,"Octubre",25,17,"Tarda","Abast","433428.06","4583480.07","2.202498","41.398259"
"2017S003516    ",10,"Sant Martí",68,"el Poblenou",29603,"Aymà / Perelló                                    ","0016 0016","Dijous","Dj","Laboral",2017,4,"Abril",20,8,"Matí","Col.lisió lateral","433619.4","4583372.56","2.204794","41.397302"
"2017S005938    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell                                           ","0039 0039","Divendres","Dv","Laboral",2017,7,"Juliol",7,16,"Tarda","Altres","433855.21","4583549.03","2.207598","41.398916"
"2017S004318    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell / Jonquera                                ","0057 0057","Dilluns","Dl","Laboral",2017,5,"Maig",15,16,"Tarda","Abast","433877.91","4583594.71","2.207856","41.399323"
"2017S008287    ",10,"Sant Martí",68,"el Poblenou",700654,"B-10 (Besòs)                                      ","0064 0064","Dissabte","Ds","Laboral",2017,10,"Octubre",7,20,"Tarda","Abast","433685.58","4583040.05","2.20562","41.394317"
"2017S008378    ",10,"Sant Martí",68,"el Poblenou",700662,"B-10 (Llobregat)                                  ","0097 0097","Dimecres","Dc","Laboral",2017,10,"Octubre",11,8,"Matí","Abast","433480.42","4582953.45","2.203178","41.393517"
"2017S001412    ",10,"Sant Martí",68,"el Poblenou",123601,"CARMEN AMAYA / Bisbe J Climent                    ","0012 0012","Dilluns","Dl","Laboral",2017,2,"Febrer",20,16,"Tarda","Col.lisió fronto-lateral","433601.9","4583420.32","2.204574","41.397733"
"2017S000073    ",10,"Sant Martí",68,"el Poblenou",270901,"PALLARS                                           ","0093B0093B","Dimecres","Dc","Laboral",2017,1,"Gener",4,11,"Matí","Abast","432842.66","4583443.77","2.195493","41.397877"
"2017S004759    ",10,"Sant Martí",71,"Provençals del Poblenou",144601,"Diagonal                                          ","0149X0149X","Dimarts","Dm","Laboral",2017,5,"Maig",30,15,"Tarda","Abast","433076.94","4584365.62","2.19819","41.406201"
"2017S003352    ",10,"Sant Martí",71,"Provençals del Poblenou",200600,"Marroc                                            ","0033 0033","Dimecres","Dc","Laboral",2017,4,"Abril",12,20,"Tarda","Col.lisió fronto-lateral","433202.22","4584544.05","2.199677","41.407823"
"2017S006120    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Corts Catalanes                                   ","0273B0273B","Dijous","Dj","Laboral",2017,7,"Juliol",13,21,"Tarda","Atropellament","433553.99","4585347.67","2.203788","41.415085"
"2017S001907    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"PERÚ                                              ","0122 0134","Dimecres","Dc","Laboral",2017,3,"Març",8,20,"Tarda","Caiguda (dues rodes)","433136.37","4584824.75","2.198857","41.41034"
"2017S005979    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes / Espronceda                      ",20700000,"Dilluns","Dl","Laboral",2017,7,"Juliol",10,2,"Nit","Bolcada (més de dues rodes)","433010.8","4584901.86","2.197341","41.411023"
"2017S008115    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes / Espronceda                      ",20700000,"Dilluns","Dl","Laboral",2017,10,"Octubre",2,9,"Matí","Col.lisió fronto-lateral","433010.8","4584901.86","2.197341","41.411023"
"2017S008930    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Espronceda / Corts Catalanes                      ",20700000,"Dissabte","Ds","Laboral",2017,10,"Octubre",28,13,"Matí","Altres","433010.8","4584901.86","2.197341","41.411023"
"2017S008931    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"Corts Catalanes                                   ",20640000,"Dissabte","Ds","Laboral",2017,10,"Octubre",28,17,"Tarda","Abast","432576.29","4584481.55","2.192195","41.407204"
