"Codi_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Dia_setmana","ID_Dia_setmana","Tipus_dia","Any","Mes","Nom_mes","Dia_de_mes","Hora_de_dia","Torn","Tipus_accident","Coordenada_UTM_X","Coordenada_UTM_Y","Longitud","Latitud"
"2018S000107    ",7,"Horta-Guinardó",43,"Horta",701309,"Botticelli / Cardenal Vidal i Barraquer           ","0001X0001X","Divendres","Dv","Laboral","2018",1,"Gener","5","13","Matí","Col.lisió lateral","429293.92","4587413.06","2.152298","41.43376"
"2018S000108    ",2,"Eixample",5,"el Fort Pienc",197302,"Consell de Cent / Marina                          ","0212 0212","Divendres","Dv","Laboral","2018",1,"Gener","5","18","Tarda","Col.lisió fronto-lateral","431488.03","4583807.36","2.178829","41.400958"
"2018S000109    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca / Sardenya                               ","0404 0404","Divendres","Dv","Laboral","2018",1,"Gener","5","17","Tarda","Caiguda interior vehicle","431101.37","4583996.88","2.174311","41.402644"
"2018S000110    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",209900,"Escòcia / Meridiana                               ","0365B0365B","Divendres","Dv","Laboral","2018",1,"Gener","5","21","Tarda","Col.lisió lateral","431904.73","4586856.55","2.18416","41.428658"
"2018S000111    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes / Espronceda                      ","0963 0963","Divendres","Dv","Laboral","2018",1,"Gener","5","19","Tarda","Xoc contra element estàtic","432952.21","4584961.31","2.197063","41.411044"
"2018S000112    ",2,"Eixample",10,"Sant Antoni",361406,"Parlament / Viladomat                             ","0021 0021","Divendres","Dv","Laboral","2018",1,"Gener","5","23","Nit","Atropellament","430029.81","4581025.36","2.162075","41.376074"
"2018S000113    ",8,"Nou Barris",52,"la Prosperitat",23709,"Arítjols / Tissó                                  ","0055 0057","Dissabte","Ds","Laboral","2018",1,"Gener","6","00","Nit","Col.lisió fronto-lateral","431834.85","4588488.70","2.182985","41.443285"
"2018S000114    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)                                   ","001580000","Dissabte","Ds","Laboral","2018",1,"Gener","6","02","Nit","Xoc contra element estàtic","428026.41","4577719.18","2.136396","41.345159"
"2018S000115    ",9,"Sant Andreu",57,"la Trinitat Vella",701502,"Dalt (Besòs)                                      ","001620000","Dissabte","Ds","Laboral","2018",1,"Gener","6","05","Nit","Xoc contra element estàtic","432922.16","4588961.81","2.193281","41.447326"
"2018S000116    ",10,"Sant Martí",65,"el Clot",115603,"Espronceda                                        ","0223 0223","Dissabte","Ds","Laboral","2018",1,"Gener","6","10","Matí","Xoc contra element estàtic","432902.18","4584973.73","2.196164","41.41186"
"2018S000117    ",8,"Nou Barris",52,"la Prosperitat",351901,"Valldaura                                         ","0261 0261","Dissabte","Ds","Laboral","2018",1,"Gener","6","13","Matí","Atropellament","431697.52","4588061.46","2.181022","41.439047"
"2018S000118    ",9,"Sant Andreu",60,"Sant Andreu",701326,"Fabra i Puig                                      ","0025 0027","Dissabte","Ds","Laboral","2018",1,"Gener","6","13","Matí","Atropellament","432240.00","4587015.58","2.187891","41.430004"
"2018S000119    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta / Calvet                                  ","0191 0195","Dissabte","Ds","Laboral","2018",1,"Gener","6","13","Matí","Col.lisió lateral","428230.83","4583476.99","2.139896","41.397848"
"2018S000120    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Sota Muralla                                      ","001010000","Dissabte","Ds","Laboral","2018",1,"Gener","6","19","Tarda","Abast multiple","431758.80","4581564.54","2.182875","41.381261"
"2018S000121    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Príncep d'Astúries                                ","0063 0065","Dissabte","Ds","Laboral","2018",1,"Gener","6","19","Tarda","Caiguda (dues rodes)","429033.50","4584327.03","2.150174","41.405215"
"2018S000121    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",267000,"Príncep d'Astúries                                ","0063 0065","Dissabte","Ds","Laboral","2018",1,"Gener","6","19","Tarda","Atropellament","429033.50","4584327.03","2.150174","41.405215"
"2018S000122    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",320704,"Sarrià                                            ","0037 0037","Dissabte","Ds","Laboral","2018",1,"Gener","6","19","Tarda","Col.lisió lateral","428563.96","4582637.64","2.144561","41.390232"
"2018S000123    ",4,"Les Corts",19,"les Corts",172108,"Joan Gamper                                       ","0011 0011","Dissabte","Ds","Laboral","2018",1,"Gener","6","19","Tarda","Atropellament","427693.15","4582286.36","2.134184","41.387013"
"2018S000124    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell                                    ","0095B0095B","Dissabte","Ds","Laboral","2018",1,"Gener","6","22","Nit","Abast","429505.68","4581939.71","2.155839","41.383994"
"2018S000125    ",6,"Gràcia",28,"Vallcarca i els Penitents",701267,"Vall d'Hebron / Sant Cugat                        ","000980000","Dissabte","Ds","Laboral","2018",1,"Gener","6","19","Tarda","Col.lisió lateral","428129.83","4585705.33","2.138768","41.417582"
"2018S000126    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",271100,"Pujades / Lluís Companys                          ","0005 0005","Dilluns","Dl","Laboral","2018",1,"Gener","15","19","Tarda","Col.lisió fronto-lateral","431857.79","4582523.67","2.18304","41.388628"
"2018S000126    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",271100,"Pujades / Lluís Companys                          ","0005 0005","Dilluns","Dl","Laboral","2018",1,"Gener","15","19","Tarda","Col.lisió lateral","431857.79","4582523.67","2.18304","41.388628"
"2018S000127    ",2,"Eixample",5,"el Fort Pienc",197302,"Marina                                            ","0111 0111","Dissabte","Ds","Laboral","2018",1,"Gener","6","20","Tarda","Abast multiple","432020.49","4583188.19","2.185695","41.395513"
"2018S000128    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal                                          ","0687 0687","Diumenge","Dg","Laboral","2018",1,"Gener","7","00","Nit","Abast","425387.61","4581830.33","2.106528","41.382695"
"2018S000129    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700813,"Litoral (Llobregat)                               ","0089 0089","Dissabte","Ds","Laboral","2018",1,"Gener","6","23","Nit","Atropellament","432668.35","4582176.76","2.19411","41.386683"
"2018S000130    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla                                            ","0007 0007","Diumenge","Dg","Laboral","2018",1,"Gener","7","02","Nit","Col.lisió fronto-lateral","431181.96","4581170.47","2.175895","41.377268"
"2018S000131    ",9,"Sant Andreu",62,"el Congrés i els Indians",308902,"Sant Pasqual Bailón                               ","0005 0005","Dissabte","Ds","Laboral","2018",1,"Gener","6","22","Nit","Altres","431477.85","4586756.70","2.1788","41.427607"
"2018S000132    ",3,"Sants-Montjuïc",18,"Sants",331507,"Roma                                              ","0185X0185X","Diumenge","Dg","Laboral","2018",1,"Gener","7","02","Nit","Caiguda (dues rodes)","428399.57","4581545.29","2.143863","41.380544"
"2018S000133    ",3,"Sants-Montjuïc",17,"Sants - Badal",31208,"Mig (Descendent)                                  ","0080 0080","Diumenge","Dg","Laboral","2018",1,"Gener","7","03","Nit","Abast","427456.88","4580631.98","2.131711","41.36975"
"2018S000134    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",113007,"Escoles Pies / Milanesat                          ","0051V0051V","Diumenge","Dg","Laboral","2018",1,"Gener","7","06","Matí","Xoc contra element estàtic","427536.97","4583649.28","2.132172","41.399237"
"2018S000135    ",7,"Horta-Guinardó",33,"el Baix Guinardó",152905,"Guinardó                                          ","0058B0058B","Diumenge","Dg","Laboral","2018",1,"Gener","7","06","Matí","Abast","430564.15","4585069.65","2.167898","41.41228"
"2018S000136    ",6,"Gràcia",31,"la Vila de Gràcia",228100,"Sant Salvador / Torrent de l'Olla                 ","0034 0038","Diumenge","Dg","Laboral","2018",1,"Gener","7","07","Matí","Col.lisió fronto-lateral","429239.21","4584409.07","2.152385","41.406385"
"2018S000137    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes / Calàbria                        ","0465 0465","Diumenge","Dg","Laboral","2018",1,"Gener","7","10","Matí","Abast","429413.25","4581441.99","2.155159","41.379583"
"2018S000138    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana                                         ","0090 0090","Diumenge","Dg","Laboral","2018",1,"Gener","7","11","Matí","Abast","432156.34","4584447.69","2.187177","41.406704"
"2018S000139    ",4,"Les Corts",21,"Pedralbes",6404,"Diagonal                                          ","0001 0001","Diumenge","Dg","Laboral","2018",1,"Gener","7","12","Matí","Abast","425092.88","4581804.00","2.104754","41.38224"
"2018S000140    ",4,"Les Corts",19,"les Corts",343903,"Corts                                             ","0224 0226","Diumenge","Dg","Laboral","2018",1,"Gener","7","13","Matí","Caiguda interior vehicle","427480.93","4582003.80","2.13154","41.384449"
"2018S000141    ",9,"Sant Andreu",58,"Baró de Viver",314100,"Santa Coloma                                      ","0104 0104","Diumenge","Dg","Laboral","2018",1,"Gener","7","17","Tarda","Xoc contra element estàtic","433193.29","4589018.27","2.19868","41.448297"
"2018S000142    ",3,"Sants-Montjuïc",13,"la Marina de Port",12600,"Alts Forns                                        ","0047 0047","Diumenge","Dg","Laboral","2018",1,"Gener","7","19","Tarda","Abast","428041.88","4579046.51","2.138808","41.35795"
"2018S000143    ",1,"Ciutat Vella",3,"la Barceloneta",700813,"Doctor Aiguader                                   ","0088 0088","Diumenge","Dg","Laboral","2018",1,"Gener","7","19","Tarda","Abast","432704.73","4582076.17","2.194003","41.385555"
"2018S000144    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",144306,"Pi i Margall                                      ","0036 0036","Diumenge","Dg","Laboral","2018",1,"Gener","7","19","Tarda","Caiguda (dues rodes)","430185.78","4584488.83","2.163616","41.40713"
"2018S000145    ",9,"Sant Andreu",61,"la Sagrera",292405,"Gran de la Sagrera / Sagrera                      ","0002 0002","Diumenge","Dg","Laboral","2018",1,"Gener","7","20","Tarda","Caiguda (dues rodes)","432536.89","4585690.25","2.191402","41.417911"
"2018S000146    ",3,"Sants-Montjuïc",11,"el Poble-sec",329902,"Lleida / Tamarit                                  ","0068 0068","Diumenge","Dg","Laboral","2018",1,"Gener","7","21","Tarda","Col.lisió lateral","429416.91","4580812.56","2.154601","41.373879"
"2018S000147    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria                                          ","0143 0145","Dilluns","Dl","Laboral","2018",1,"Gener","8","00","Nit","Caiguda interior vehicle","429206.87","4581679.05","2.152516","41.381733"
"2018S000148    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",100800,"Diputació / Vilamarí                              ","0022 0022","Dilluns","Dl","Laboral","2018",1,"Gener","8","01","Nit","Col.lisió fronto-lateral","429059.23","4581244.45","2.15054","41.377974"
"2018S000149    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",215302,"Pere II de Montcada / Monestir                    ","0023 0023","Dilluns","Dl","Laboral","2018",1,"Gener","8","06","Matí","Col.lisió fronto-lateral","426227.76","4583618.35","2.11656","41.398962"
"2018S000150    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 3 Zona Franca / E Zona Franca              ","Desconegut","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Caiguda (dues rodes)","427265.97 ","4576644.81","2.129612","41.336163"
"2018S000150    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 3 Zona Franca / E Zona Franca              ","Desconegut","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Col.lisió lateral","427265.97 ","4576644.81","2.129612","41.336163"
"2018S000151    ",3,"Sants-Montjuïc",11,"el Poble-sec",701266,"B-10 (Llobregat)                                  ","001300000","Dilluns","Dl","Laboral","2018",1,"Gener","8","08","Matí","Col.lisió lateral","430515.24","4579432.98","2.168121","41.361562"
"2018S000152    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó / Pau Claris                                ","0281 0281","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Abast","430372.95","4582949.75","2.166376","41.393276"
"2018S000153    ",7,"Horta-Guinardó",35,"el Guinardó",152905,"Guinardó                                          ","0165 0165","Diumenge","Dg","Laboral","2018",1,"Gener","7","21","Tarda","Caiguda (dues rodes)","431235.13","4585749.97","2.176614","41.419119"
"2018S000154    ",8,"Nou Barris",52,"la Prosperitat",120807,"Favència / Palamós                                ","0424X0424X","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Atropellament","431972.77","4588851.25","2.184825","41.446719"
"2018S000155    ",4,"Les Corts",19,"les Corts",118306,"Europa                                            ","0024 0024","Dilluns","Dl","Laboral","2018",1,"Gener","8","08","Matí","Abast","427374.04","4582296.83","2.130226","41.387078"
"2018S000156    ",8,"Nou Barris",49,"Canyelles",120807,"Dalt (Besòs)                                      ","0186A0186A","Dilluns","Dl","Laboral","2018",1,"Gener","8","08","Matí","Col.lisió lateral","430845.52","4588484.48","2.170409","41.443195"
"2018S000157    ",6,"Gràcia",31,"la Vila de Gràcia",306306,"Sant Lluís / Torrent de les Flors                 ","0055 0055","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Col.lisió fronto-lateral","429933.07","4584340.18","2.160697","41.405702"
"2018S000158    ",10,"Sant Martí",65,"el Clot",1604,"Meridiana / Sèquia Comtal                         ","0016 0016","Dilluns","Dl","Laboral","2018",1,"Gener","8","09","Matí","Atropellament","432170.35","4584619.76","2.186855","41.408523"
"2018S000159    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana                                         ","0137 0137B","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Caiguda (dues rodes)","432107.43","4584782.83","2.186556","41.409883"
"2018S000160    ",7,"Horta-Guinardó",43,"Horta",701268,"Dalt (Llobregat)                                  ","001310000","Dilluns","Dl","Laboral","2018",1,"Gener","8","05","Nit","Abast","429982.88","4588112.40","2.159589","41.439474"
"2018S000161    ",10,"Sant Martí",71,"Provençals del Poblenou",144601,"Diagonal                                          ","0162X0162X","Dilluns","Dl","Laboral","2018",1,"Gener","8","09","Matí","Col.lisió lateral","432924.77","4584315.75","2.19619","41.405376"
"2018S000162    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Pau Claris / Diputació                            ","0272 0272","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Col.lisió lateral","430614.96","4582776.00","2.168636","41.39157"
"2018S000162    ",2,"Eixample",7,"la Dreta de l'Eixample",100800,"Pau Claris / Diputació                            ","0272 0272","Dilluns","Dl","Laboral","2018",1,"Gener","8","07","Matí","Xoc contra element estàtic","430614.96","4582776.00","2.168636","41.39157"
"2018S000163    ",3,"Sants-Montjuïc",16,"la Bordeta",89707,"Badal / Constitució                               ","0127 0129","Dilluns","Dl","Laboral","2018",1,"Gener","8","10","Matí","Col.lisió fronto-lateral","427612.23","4580292.08","2.132916","41.368935"
