Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_accident,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2019S000681    ,2,Eixample,6,la Sagrada Família,178308,Aragó / Lepant                                    ,,Divendres,Dv,Laboral,2019,1,Gener,25,13,Matí,Col.lisió fronto-lateral,431463.86 ,4583995.65,2.1788537583695358,41.402757602803554
2019S008105    ,2,Eixample,5,el Fort Pienc,225500,Nàpols                                            ,42,Diumenge,Dg,Laboral,2019,10,Octubre,20,14,Tarda,Caiguda (dues rodes),431744.53 ,4582915.75,2.1823330995072157,41.3930552843649
2019S005122    ,2,Eixample,6,la Sagrada Família,268003,Provença / Sicília                                ,,Dissabte,Ds,Laboral,2019,6,Juny,29,12,Matí,Col.lisió lateral,430887.36 ,4583990.91,2.1719581243709642,41.40266548668509
2019S008505    ,2,Eixample,6,la Sagrada Família,289105,Rosselló / Lepant                                 ,,Dilluns,Dl,Laboral,2019,11,Novembre,4,8,Matí,Col.lisió lateral,431089.06 ,4584377.39,2.174326819114991,41.406163687360284
2019S007355    ,2,Eixample,6,la Sagrada Família,350308,València / Lepant                                 ,,Dimarts,Dm,Laboral,2019,9,Setembre,24,18,Tarda,Col.lisió lateral,431371.11 ,4584089.39,2.1777336245464918,41.4035939562957
2019S003048    ,2,Eixample,6,la Sagrada Família,325005,Sicília / Provença                                ,,Dissabte,Ds,Laboral,2019,4,Abril,20,21,Tarda,Col.lisió lateral,430887.36 ,4583990.91,2.1719581243709642,41.40266548668509
2019S002911    ,2,Eixample,6,la Sagrada Família,289105,Rosselló                                          ,360,Dissabte,Ds,Laboral,2019,4,Abril,13,0,Nit,Col.lisió frontal,430818.03 ,4584098.55,2.1711164702045287,41.40362898223898
2019S008355    ,2,Eixample,5,el Fort Pienc,11200,Marina / Meridiana                                ,,Dimarts,Dm,Laboral,2019,10,Octubre,29,10,Matí,Col.lisió fronto-lateral,432118.05 ,4583103.43,2.1867794791530084,41.394777308014376
2019S007239    ,2,Eixample,6,la Sagrada Família,73900,Castillejos                                       ,291-293   ,Dijous,Dj,Laboral,2019,9,Setembre,19,18,Tarda,Abast,431290.71 ,4584528.12,2.176721974707914,41.407538535277986
2019S005059    ,2,Eixample,6,la Sagrada Família,350308,València                                          ,428,Dijous,Dj,Laboral,2019,6,Juny,27,18,Tarda,Col.lisió lateral,431214.08 ,4583923.25,2.175874091147643,41.4020841626401
2019S008029    ,2,Eixample,6,la Sagrada Família,268003,Provença / Padilla                                ,,Dijous,Dj,Laboral,2019,10,Octubre,17,9,Matí,Caiguda (dues rodes),431273.03 ,4584371.26,2.17652830790861,41.40612424995348
2019S007154    ,2,Eixample,6,la Sagrada Família,144601,Aragó / Sardenya                                  ,,Dimarts,Dm,Laboral,2019,9,Setembre,17,8,Matí,Col.lisió lateral,431264.72 ,4583795.85,2.1764943351838295,41.40094106108571
2019S009414    ,2,Eixample,6,la Sagrada Família,289105,Rosselló / Cartagena                              ,,Divendres,Dv,Laboral,2019,12,Desembre,6,0,Nit,Col.lisió lateral,431366.1  ,4584649.15,2.1776101207358898,41.408635051494024
2019S004397    ,2,Eixample,6,la Sagrada Família,178308,Lepant / Sant Antoni Maria Claret                 ,,Dimecres,Dc,Laboral,2019,6,Juny,5,8,Matí,Caiguda (dues rodes),430807.89 ,4584665.36,2.170930276256933,41.40873311957631
2019S003691    ,2,Eixample,6,la Sagrada Família,297001,Sant Antoni Maria Claret / Lepant                 ,,Dilluns,Dl,Laboral,2019,5,Maig,13,22,Nit,Col.lisió fronto-lateral,430807.89 ,4584665.36,2.170930276256933,41.40873311957631
2019S005728    ,3,Sants-Montjuïc,11,el Poble-sec,284101,Rius i Taulet / Guàrdia Urbana                    ,,Dijous,Dj,Laboral,2019,7,Juliol,18,23,Nit,Abast,429306.82 ,4580653.65,2.153441583238106,41.37247065153357
2019S000119    ,3,Sants-Montjuïc,11,el Poble-sec,284101,Reina Maria Cristina / Rius i Taulet              ,,Diumenge,Dg,Laboral,2019,1,Gener,6,12,Matí,Col.lisió lateral,429128.42 ,4580567.28,2.151318649951127,41.37167704124732
2019S004192    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca / Número 1 Zona Franca              ,,Dijous,Dj,Laboral,2019,5,Maig,30,18,Tarda,Col.lisió fronto-lateral,428632.75 ,4577540.59,2.145748784593354,41.34437304715678
2019S008165    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca                                     ,119,Dimarts,Dm,Laboral,2019,10,Octubre,22,17,Tarda,Abast,428687.54 ,4577782,2.146375201489888,41.34655219012314
2019S002497    ,3,Sants-Montjuïc,11,el Poble-sec,198702,Reina Maria Cristina                              ,2-16      ,Diumenge,Dg,Laboral,2019,3,Març,31,5,Nit,Xoc contra element estàtic,429027.83 ,4580682.83,2.150102411663167,41.37270887383155
2019S003831    ,3,Sants-Montjuïc,11,el Poble-sec,213307,Miramar                                           ,2,Dissabte,Ds,Laboral,2019,5,Maig,18,0,Nit,Abast,429974.98 ,4580227,2.1614798183555752,41.36868648270368
2019S008417    ,3,Sants-Montjuïc,11,el Poble-sec,114000,Espanya / Reina Maria Cristina                    ,,Dijous,Dj,Laboral,2019,10,Octubre,31,8,Matí,Abast,428963.08 ,4580901.67,2.1493025435007973,41.374674150021626
2019S008282    ,3,Sants-Montjuïc,11,el Poble-sec,114000,Espanya                                           ,0,Dissabte,Ds,Laboral,2019,10,Octubre,26,9,Matí,Abast,428856.34 ,4580937.4 ,2.148022062520188,41.37498651179878
2019S007344    ,3,Sants-Montjuïc,11,el Poble-sec,700795,Estadi / Jocs del 92                              ,,Dimarts,Dm,Laboral,2019,9,Setembre,24,4,Nit,Caiguda (dues rodes),428651.15 ,4579900.94,2.1456907520768778,41.365633377707255
2019S004787    ,3,Sants-Montjuïc,11,el Poble-sec,118805,Exposició                                         ,2-8       ,Dimecres,Dc,Laboral,2019,6,Juny,19,2,Nit,Xoc contra element estàtic,430286.12 ,4580455,2.165173515356936,41.37076703672015
2019S002803    ,3,Sants-Montjuïc,11,el Poble-sec,701266,Litoral (Llobregat)                               ,K130      ,Dimarts,Dm,Laboral,2019,4,Abril,9,17,Tarda,Abast multiple,430515.24 ,4579432.98,2.168030206300471,41.361581931530665
2019S003722    ,3,Sants-Montjuïc,11,el Poble-sec,701266,Litoral (Llobregat)                               ,K129      ,Dimecres,Dc,Laboral,2019,5,Maig,15,7,Matí,Abast,430583.49 ,4579502.49,2.1688381402762396,41.36221387830762
2019S007169    ,3,Sants-Montjuïc,11,el Poble-sec,701266,B-10 (Besòs)                                      ,E14       ,Dimarts,Dm,Laboral,2019,9,Setembre,17,17,Tarda,Col.lisió lateral,429595.67 ,4578423.7 ,2.1571544388182327,41.35241173646493
2019S004187    ,3,Sants-Montjuïc,11,el Poble-sec,230601,B-10 (Llobregat)                                  ,K140      ,Dijous,Dj,Laboral,2019,5,Maig,30,14,Tarda,Abast multiple,429823.54 ,4578732.78,2.159842345326698,41.35521541950734
2019S006051    ,3,Sants-Montjuïc,11,el Poble-sec,701266,Litoral (Llobregat)                               ,S14       ,Dimarts,Dm,Laboral,2019,7,Juliol,30,16,Tarda,Col.lisió lateral,429340.86 ,4578379.56,2.1541138759837954,41.351991837345594
2019S002388    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel                                         ,17-19     ,Dimecres,Dc,Laboral,2019,3,Març,27,15,Tarda,Abast,431060.57 ,4580863.96,2.174386479149317,41.37451719129239
2019S005793    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel / Nou de la Rambla                      ,,Diumenge,Dg,Laboral,2019,7,Juliol,21,22,Nit,Atropellament,430686.86 ,4580920.06,2.1699116193492904,41.37499031444859
2019S003979    ,3,Sants-Montjuïc,11,el Poble-sec,241404,Palaudàries                                       ,11,Dijous,Dj,Laboral,2019,5,Maig,23,14,Tarda,Abast,430922.46 ,4580797.12,2.172742730306894,41.37390332837367
2019S008841    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel                                         ,86,Dijous,Dj,Laboral,2019,11,Novembre,14,23,Nit,Abast,430416.9  ,4580944.81,2.166680852617734,41.37518989669866
2019S001243    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel                                         ,87,Dissabte,Ds,Laboral,2019,2,Febrer,16,12,Matí,Atropellament,430315.86 ,4580903.65,2.1654774491022097,41.374810429275364
2019S000980    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel / Blasco de Garay                       ,,Dimecres,Dc,Laboral,2019,2,Febrer,6,23,Nit,Atropellament,430117.62 ,4580925.85,2.1631045320523006,41.37499316044217
2019S000640    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel                                         ,51-53     ,Dijous,Dj,Laboral,2019,1,Gener,24,11,Matí,Xoc contra element estàtic,430806.51 ,4580886.21,2.171346149515606,41.374695752279095
2019S002529    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs)                                   ,K148      ,Dilluns,Dl,Laboral,2019,4,Abril,1,17,Tarda,Col.lisió lateral,428915.66 ,4578173.61,2.1490557129032157,41.350099458098256
2019S004575    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Número 3 Zona Franca                              ,77-111    ,Dimarts,Dm,Laboral,2019,6,Juny,11,15,Tarda,Xoc contra element estàtic,426842.33 ,4576816.19,2.1244383030803693,41.337687871569955
2019S003319    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs)                                   ,K126      ,Dimarts,Dm,Laboral,2019,4,Abril,30,18,Tarda,Abast,430594.53 ,4579494.76,2.168971005971911,41.36214521025368
2019S007762    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,B-10 (Besòs)                                      ,K115      ,Dimarts,Dm,Laboral,2019,10,Octubre,8,9,Matí,Abast,431047.22 ,4580373.32,2.174282739288562,41.370097034952515
2019S000781    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,B-10 (Llobregat)                                  ,K115      ,Dimecres,Dc,Laboral,2019,1,Gener,30,9,Matí,Abast,431029.28 ,4580384.14,2.1740670131558106,41.37019294732213
2019S009662    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,B-10 (Besòs)                                      ,E18       ,Diumenge,Dg,Laboral,2019,12,Desembre,15,18,Tarda,Abast,426606.28 ,4576959.66,2.1216001261459247,41.33895854702624
2019S009611    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,700122,Longitudinal 5                                    ,33,Divendres,Dv,Laboral,2019,12,Desembre,13,13,Matí,Atropellament,426481.52 ,4576313.79,2.1201874943325567,41.333130093521156
2019S006215    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs)                                   ,K115      ,Dilluns,Dl,Laboral,2019,8,Agost,5,1,Nit,Abast multiple,431047.22 ,4580373.32,2.174282739288562,41.370097034952515
2019S006663    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs)                                   ,K115      ,Dimarts,Dm,Laboral,2019,8,Agost,27,15,Tarda,Abast,431047.22 ,4580373.32,2.174282739288562,41.370097034952515
2019S007545    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors                                            ,25,Dimecres,Dc,Laboral,2019,10,Octubre,2,8,Matí,Col.lisió fronto-lateral,427417.93 ,4577793.19,2.1311998224367223,41.346539418667525
2019S003221    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,222206,Motors                                            ,53-59     ,Dissabte,Ds,Laboral,2019,4,Abril,27,16,Tarda,Col.lisió fronto-lateral,427728.32 ,4577932.12,2.134892954270429,41.347818648326665
2019S005938    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370203,A Zona Franca / Número 3 Zona Franca              ,,Divendres,Dv,Laboral,2019,7,Juliol,26,9,Matí,Caiguda (dues rodes),428020.43 ,4576283.26,2.138579971778365,41.332994230069254
2019S006597    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370203,E Zona Franca / Número 3 Zona Franca              ,,Dissabte,Ds,Laboral,2019,8,Agost,24,2,Nit,Caiguda (dues rodes),427265.97 ,4576644.81,2.129521391503133,41.3361827284213
2019S007876    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,118940,F Zona Franca / Número 4 Zona Franca              ,,Divendres,Dv,Laboral,2019,10,Octubre,11,7,Matí,Abast,426830.03 ,4576250.78,2.1243595241259117,41.33259434998936
2019S007381    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,135203,Foc                                               ,18,Dimecres,Dc,Laboral,2019,9,Setembre,25,18,Tarda,Abast,427797.22 ,4578588.14,2.135638289982913,41.353733325915634
2019S002063    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,135203,Foc / Acer                                        ,,Dissabte,Ds,Laboral,2019,3,Març,16,12,Matí,Abast multiple,427769.31 ,4578586.56,2.1353048688090324,41.3537165892817
2019S002426    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370305,E Zona Franca / Número 4 Zona Franca              ,,Dijous,Dj,Laboral,2019,3,Març,28,18,Tarda,Col.lisió lateral,427033.56 ,4576155.26,2.1268030240207927,41.33175251976663
2019S001051    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,369408,Zona Franca                                       ,1,Dissabte,Ds,Laboral,2019,2,Febrer,9,12,Matí,Abast,428629.73 ,4578230.12,2.1456315039134344,41.3505830992771
2019S004546    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca                                       ,174-176   ,Divendres,Dv,Laboral,2019,6,Juny,7,7,Matí,Col.lisió fronto-lateral,428110.37 ,4579288.47,2.139298291279143,41.360068950366966
2019S007827    ,3,Sants-Montjuïc,13,la Marina de Port,109906,Energia                                           ,20,Dimecres,Dc,Laboral,2019,10,Octubre,9,19,Tarda,Caiguda (dues rodes),427835.42 ,4579167.75,2.1360258619408614,41.35895704812264
2019S006791    ,3,Sants-Montjuïc,13,la Marina de Port,109906,Energia                                           ,26,Dilluns,Dl,Laboral,2019,9,Setembre,2,11,Matí,Xoc contra element estàtic,427824.77 ,4579187.58,2.135896189285126,41.359134692254656
2019S000867    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes                                   ,140,Divendres,Dv,Laboral,2019,2,Febrer,1,23,Nit,Abast,427871.64 ,4579858.44,2.136376588823916,41.36518103484569
2019S007242    ,3,Sants-Montjuïc,13,la Marina de Port,212406,Prat / Zona Franca                                ,,Dijous,Dj,Laboral,2019,9,Setembre,19,19,Tarda,Abast,427875.3  ,4579689.31,2.13644048596529,41.36365808536163
2019S000752    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca                                       ,123-133   ,Dilluns,Dl,Laboral,2019,1,Gener,28,20,Tarda,Abast,428200.04 ,4579030.94,2.1404007484781227,41.35775750136618
2019S007437    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca                                       ,221-239   ,Divendres,Dv,Laboral,2019,9,Setembre,27,13,Matí,Col.lisió lateral,427884.5  ,4579622.63,2.1365584100627157,41.36305835377567
2019S008976    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes                                   ,161,Dimecres,Dc,Laboral,2019,11,Novembre,20,14,Tarda,Caiguda interior vehicle,427959.32 ,4580039.04,2.1374033320738137,41.36681548006072
2019S003653    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes / Mineria                         ,,Diumenge,Dg,Laboral,2019,5,Maig,12,14,Tarda,Caiguda (dues rodes),428206.42 ,4580224.24,2.1403355668801427,41.368505601250654
2019S009196    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca                                       ,207,Dijous,Dj,Laboral,2019,11,Novembre,28,9,Matí,Col.lisió fronto-lateral,427909.79 ,4579575.77,2.136866323197873,41.362638574816245
2019S002954    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701491,Transversal 11                                    ,33,Dilluns,Dl,Laboral,2019,4,Abril,15,14,Tarda,Col.lisió fronto-lateral,426117.87 ,4575809.96,2.1159035161298316,41.32855902074398
2019S001741    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes                                   ,195,Dimarts,Dm,Laboral,2019,3,Març,5,13,Matí,Abast,428177.09 ,4580231.88,2.1399839981087307,41.368571791058066
2019S004039    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes                                   ,198,Divendres,Dv,Laboral,2019,5,Maig,24,23,Nit,Col.lisió fronto-lateral,428294.96 ,4580274.97,2.1413881229592944,41.368970407216025
2019S004804    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes / Moianès                         ,,Dimecres,Dc,Laboral,2019,6,Juny,19,15,Tarda,Caiguda (dues rodes),428368.84 ,4580384.82,2.1422584258078428,41.36996636488201
2019S007445    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,291-293   ,Divendres,Dv,Laboral,2019,9,Setembre,27,15,Tarda,Abast,428577.56 ,4580624.28,2.14472564227063,41.37214165003478
2019S006488    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes / Sant Roc                        ,,Diumenge,Dg,Laboral,2019,8,Agost,18,16,Tarda,Col.lisió fronto-lateral,428691.28 ,4580704.77,2.146075848475805,41.37287668623716
2019S000992    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,347-349   ,Dijous,Dj,Laboral,2019,2,Febrer,7,11,Matí,Altres,428746.35 ,4580789.19,2.146724360989145,41.37364190457916
2019S007939    ,3,Sants-Montjuïc,15,Hostafrancs,222603,Moianès / Vilardell                               ,,Dilluns,Dl,Laboral,2019,10,Octubre,14,10,Matí,Abast,428388.84 ,4580896.86,2.142436978404085,41.374579862133
2019S002284    ,3,Sants-Montjuïc,16,la Bordeta,89707,Constitució / Olzinelles                          ,,Dissabte,Ds,Laboral,2019,3,Març,23,21,Tarda,Col.lisió lateral,427989.79 ,4580394.9 ,2.1377252945940106,41.37002328011641
2019S000833    ,3,Sants-Montjuïc,15,Hostafrancs,114000,Espanya                                           ,5,Dijous,Dj,Laboral,2019,1,Gener,31,19,Tarda,Col.lisió lateral,428856.34 ,4580937.4 ,2.148022062520188,41.37498651179878
2019S007615    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,361-371   ,Dijous,Dj,Laboral,2019,10,Octubre,3,15,Tarda,Abast,428832.19 ,4580872.8 ,2.1477408966751463,41.37440254956485
2019S009993    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,353,Dissabte,Ds,Laboral,2019,12,Desembre,28,13,Matí,Abast,428814.53 ,4580855.53,2.1475317693214904,41.3742454420987
2019S006705    ,3,Sants-Montjuïc,15,Hostafrancs,355403,Vint-i-sis de Gener de 1641 / Portugalete         ,,Dijous,Dj,Laboral,2019,8,Agost,29,10,Matí,Atropellament,428296.56 ,4580733.54,2.1413529426049616,41.37310068437903
2019S008322    ,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona                                         ,108-112   ,Dilluns,Dl,Laboral,2019,10,Octubre,28,0,Nit,Abast,428525.15 ,4581452.65,2.144001187398574,41.37959774690516
2019S002382    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes                                   ,320,Dimecres,Dc,Laboral,2019,3,Març,27,13,Matí,Col.lisió lateral,428766.65 ,4580736.45,2.1469732885173194,41.373168698164754
2019S004870    ,3,Sants-Montjuïc,15,Hostafrancs,308200,Tarragona / Aragó                                 ,,Divendres,Dv,Laboral,2019,6,Juny,21,9,Matí,Col.lisió fronto-lateral,428675.41 ,4581275.47,2.1458188495430286,41.378015319076034
2019S000773    ,3,Sants-Montjuïc,13,la Marina de Port,58634,Foc                                               ,111,Dimarts,Dm,Laboral,2019,1,Gener,29,18,Tarda,Abast,428815.4  ,4579272.09,2.1477283112447383,41.3599841518589
2019S006852    ,3,Sants-Montjuïc,13,la Marina de Port,61050,Pedrera del Mussol                                ,6,Dimecres,Dc,Laboral,2019,9,Setembre,4,7,Matí,Caiguda (dues rodes),428684.52 ,4579306.92,2.1461596418631426,41.360286252835984
2019S001270    ,3,Sants-Montjuïc,18,Sants,210808,Miquel Àngel / Jacquard                           ,,Diumenge,Dg,Laboral,2019,2,Febrer,17,16,Tarda,Col.lisió fronto-lateral,427694.33 ,4581277.87,2.1340873018783033,41.37794925064206
2019S002420    ,3,Sants-Montjuïc,18,Sants,312400,Sants / Escuder                                   ,,Dijous,Dj,Laboral,2019,3,Març,28,16,Tarda,Col.lisió lateral,427525.92 ,4581006.01,2.132106096383028,41.37548556598292
2019S005319    ,3,Sants-Montjuïc,18,Sants,312400,Sants                                             ,204,Divendres,Dv,Laboral,2019,7,Juliol,5,12,Matí,Altres,427463.51 ,4581020.88,2.131358077143332,41.37561386201654
2019S007276    ,3,Sants-Montjuïc,18,Sants,187207,Madrid                                            ,198,Divendres,Dv,Laboral,2019,9,Setembre,20,20,Tarda,Abast,427635.21 ,4581614.49,2.1333401250008293,41.38097570318041
2019S008307    ,3,Sants-Montjuïc,16,la Bordeta,30602,Badal                                             ,81-111    ,Diumenge,Dg,Laboral,2019,10,Octubre,27,1,Nit,Caiguda (dues rodes),427525.97 ,4580375.39,2.132182187875056,41.369805874253736
2019S000247    ,3,Sants-Montjuïc,17,Sants - Badal,328808,Sugranyes                                         ,35-37     ,Divendres,Dv,Laboral,2019,1,Gener,11,7,Matí,Xoc contra element estàtic,427198.27 ,4580877.65,2.128203820291872,41.3742998736567
2019S006668    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà / Corts Catalanes                  ,,Dimarts,Dm,Laboral,2019,8,Agost,27,15,Tarda,Col.lisió lateral,427718.43 ,4579750.57,2.1345578159721144,41.364195737566654
2019S003562    ,3,Sants-Montjuïc,16,la Bordeta,244901,Cadena                                            ,3,Dijous,Dj,Laboral,2019,5,Maig,9,15,Tarda,Col.lisió lateral,427925.47 ,4580020.65,2.137000829014727,41.36664681527928
2019S003816    ,3,Sants-Montjuïc,16,la Bordeta,701434,Badal / Carrilet                                  ,,Divendres,Dv,Laboral,2019,5,Maig,17,16,Tarda,Caiguda (dues rodes),427726.02 ,4579962.15,2.134623304508621,41.36610202474382
2019S000181    ,3,Sants-Montjuïc,16,la Bordeta,254905,Bartomeu Pi                                       ,39,Dimecres,Dc,Laboral,2019,1,Gener,9,10,Matí,Caiguda (dues rodes),428037.38 ,4580286.47,2.138307169368198,41.369050962552095
2019S005993    ,3,Sants-Montjuïc,18,Sants,700445,Països Catalans                                   ,8X        ,Diumenge,Dg,Laboral,2019,7,Juliol,28,22,Nit,Atropellament,428302.72 ,4581484.43,2.1413376485204503,41.37986415718141
2019S005207    ,4,Les Corts,19,les Corts,40300,Berlín                                            ,99,Dimarts,Dm,Laboral,2019,7,Juliol,2,18,Tarda,Abast,428284.26 ,4582019.28,2.1410535161197397,41.38467965410407
2019S006770    ,3,Sants-Montjuïc,18,Sants,366206,Sant Antoni                                       ,49X       ,Dissabte,Ds,Laboral,2019,8,Agost,31,22,Nit,Abast,428049.61 ,4581343.13,2.1383277984097835,41.37856890830453
2019S000716    ,3,Sants-Montjuïc,18,Sants,312400,Sants                                             ,71-73     ,Diumenge,Dg,Laboral,2019,1,Gener,27,11,Matí,Altres,427963.31 ,4580978.64,2.1373392383969207,41.3752783847675
2019S005623    ,3,Sants-Montjuïc,18,Sants,312400,Sants / Sants                                     ,,Dilluns,Dl,Laboral,2019,7,Juliol,15,23,Nit,Col.lisió fronto-lateral,427855.33 ,4580993.86,2.1360463083400894,41.37540577741052
2019S007025    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,662-664   ,Dimecres,Dc,Laboral,2019,9,Setembre,11,0,Nit,Abast,427258.62 ,4582543.83,2.1287251212228275,41.38931179695339
2019S006661    ,4,Les Corts,19,les Corts,66508,Carles III                                        ,30-36     ,Dimarts,Dm,Laboral,2019,8,Agost,27,14,Tarda,Caiguda (dues rodes),427236.85 ,4581702.77,2.1285659149442853,41.38173481955705
2019S003781    ,4,Les Corts,19,les Corts,260704,Pobla de Lillet                                   ,3,Dijous,Dj,Laboral,2019,5,Maig,16,17,Tarda,Bolcada (més de dues rodes),427314.56 ,4581520.32,2.1295170974234847,41.38009861622621
2019S009805    ,4,Les Corts,19,les Corts,187207,Madrid / Pobla de Lillet                          ,,Divendres,Dv,Laboral,2019,12,Desembre,20,9,Matí,Col.lisió fronto-lateral,427343.61 ,4581494.04,2.1298676282281215,41.37986455256816
2019S001447    ,4,Les Corts,20,la Maternitat i Sant Ramon,65200,Cardenal Reig                                     ,53,Dissabte,Ds,Laboral,2019,2,Febrer,23,5,Nit,Xoc contra element estàtic,426355.59 ,4581416.02,2.1180625917623654,41.379071917240985
2019S007094    ,4,Les Corts,19,les Corts,343903,Corts                                             ,323-345   ,Divendres,Dv,Laboral,2019,9,Setembre,13,19,Tarda,Col.lisió lateral,428035.48 ,4582470.49,2.1380247504592975,41.38872123802377
2019S008530    ,4,Les Corts,19,les Corts,320704,Sarrià / Doctor Fleming                           ,,Dimarts,Dm,Laboral,2019,11,Novembre,5,7,Matí,Col.lisió fronto-lateral,427892.33 ,4582795.84,2.1362739678604505,41.39163866778539
2019S005032    ,4,Les Corts,19,les Corts,66508,Diagonal                                          ,662-664   ,Dijous,Dj,Laboral,2019,6,Juny,27,10,Matí,Caiguda (dues rodes),427258.62 ,4582543.83,2.1287251212228275,41.38931179695339
2019S005506    ,4,Les Corts,19,les Corts,162002,Josep Tarradellas                                 ,91-95     ,Dijous,Dj,Laboral,2019,7,Juliol,11,14,Tarda,Atropellament,428396.68 ,4582245.64,2.142371125894642,41.386728400646
2019S005320    ,4,Les Corts,19,les Corts,330708,Numància / Taquígraf Garriga                      ,,Divendres,Dv,Laboral,2019,7,Juliol,5,14,Tarda,Col.lisió fronto-lateral,427745,4582332.76,2.1345672199196284,41.38745469375412
2019S001875    ,4,Les Corts,19,les Corts,162002,Sarrià / Josep Tarradellas                        ,,Diumenge,Dg,Laboral,2019,3,Març,10,6,Matí,Col.lisió fronto-lateral,428499.73 ,4582666.13,2.1435538093197395,41.390524735358014
2019S004451    ,4,Les Corts,19,les Corts,701433,Mig (Ascendent)                                   ,K26       ,Dijous,Dj,Laboral,2019,6,Juny,6,18,Tarda,Col.lisió lateral,427134.04 ,4582385.75,2.127254244066395,41.387876759070984
2019S002325    ,4,Les Corts,19,les Corts,55807,Francesc Macià / Diagonal                         ,,Dilluns,Dl,Laboral,2019,3,Març,25,18,Tarda,Atropellament,428614.3  ,4582926.6 ,2.1448933011392914,41.39288085680597
2019S000687    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,503,Divendres,Dv,Laboral,2019,1,Gener,25,18,Tarda,Abast multiple,428351.64 ,4582795.77,2.1417673245554543,41.391679143745
2019S002670    ,4,Les Corts,19,les Corts,231502,Numància                                          ,120-122   ,Divendres,Dv,Laboral,2019,4,Abril,5,14,Tarda,Abast,427813.62 ,4582264.69,2.1353959840661205,41.3868477900075
2019S008350    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,134404,Freixa                                            ,2,Dimarts,Dm,Laboral,2019,10,Octubre,29,7,Matí,Col.lisió lateral,427755.75 ,4583640.28,2.1345395864095855,41.3992318405091
